a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag
0.1,3.0,1.0,5.0,0.5,14.0,1.7063125942425046,0.7191202767047524,1.080708466228879,33.12970351944884,0.0,9.643677065525521,0.0
0.1,3.0,1.0,5.0,0.5,14.0,-1.5114535500989325e-25,-2.343952675898604,2.962183623875795,-64.92437839905436,0.0,85.49430133817962,0.0
0.1,3.0,1.0,5.0,1.0,4.0,-1.560123249416993e-29,4.393209768525602e-23,1.0,-0.9999999966666671,0.0,-8.119999868799997,0.0
0.1,3.0,1.0,5.0,1.0,4.0,-1.6734217411659616e-18,0.4261961331033996,1.2270539298403633,-3.362054273778158,0.0,11.163841937376834,0.0
0.1,3.0,1.0,5.0,1.0,4.0,1.1226015686847435,6.782047610031463e-27,0.6849414294966383,6.143079051258602,0.0,-11.706849428285457,0.0
0.1,3.0,1.0,5.0,1.0,4.0,9.991885774928484e-25,-1.020896947053605,2.302788220629214,-15.954430077599781,0.0,46.60674015537021,0.0
0.1,3.0,1.0,5.0,1.0,4.0,1.7586563727332993,0.7892304078827074,1.0053877365695194,49.184049715481606,0.0,12.234354826762043,0.0
0.1,3.0,1.0,5.0,1.0,6.0,-4.4536437832881065e-29,4.2920098795523287e-23,1.0,-0.9999999966666671,0.0,-8.119999868799997,0.0
0.1,3.0,1.0,5.0,1.0,6.0,6.199330476856265e-25,0.46746600375401187,1.1821037205547882,-3.6306892317000625,0.0,10.438463930638902,0.0
0.1,3.0,1.0,5.0,1.0,6.0,1.1506983261457862,-4.921400106485957e-29,0.7793155603675477,6.597855073475771,0.0,-11.063175067613162,0.0
0.1,3.0,1.0,5.0,1.0,6.0,-4.4762679471601907e-26,-1.329140143272242,2.4721779337147964,-24.1664539116913,0.0,55.35139579334612,0.0
0.1,3.0,1.0,5.0,1.0,6.0,1.7593424745812254,0.7901366469112903,1.0043822768492492,43.99310648584253,0.0,11.241282214861299,0.0
0.1,3.0,1.0,5.0,1.0,8.0,-6.359260583440026e-29,4.242044534220897e-23,1.0,-0.9999999966666671,0.0,-8.1199998688,0.0
0.1,3.0,1.0,5.0,1.0,8.0,6.045435168507989e-22,0.4938606134207713,1.1524364409302128,-3.8207504291414027,0.0,9.992917658824135,0.0
0.1,3.0,1.0,5.0,1.0,8.0,1.1662085912955766,-2.4336850230985106e-31,0.8299946901985483,6.84043773323512,0.0,-10.681975374035671,0.0
0.1,3.0,1.0,5.0,1.0,8.0,1.7598124723176967,0.7907572817519325,1.0036931819367003,41.534367827354494,0.0,10.61568329447008,0.0
0.1,3.0,1.0,5.0,1.0,8.0,2.4832453827839078e-26,-1.6079653733253534,2.61597040113334,-33.26764913560476,0.0,63.45010997534114,0.0
0.1,3.0,1.0,5.0,1.0,10.0,-7.649582187738772e-29,4.21226822993547e-23,1.0,-0.9999999966666671,0.0,-8.119999868799999,0.0
