rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag,unstable
4.5,3.0,7.0,5.0,10.0,1.663464844055569e-17,-1.2183580519353367,2.039077439900968,-49.531678363468416,0.0,43.34040460694768,0.0,True
4.5,3.0,7.0,5.0,10.0,1.408653880792155e-24,0.3633133993182767,1.0923976382869411,-10.993343823400341,0.0,7.592850730798262,0.0,True
4.5,3.0,7.0,5.0,10.0,1.0880515686672565,-5.530710432936118e-23,0.23049345954846956,11.2772598841474,0.0,-19.67366821980142,0.0,True
4.5,3.0,7.0,5.0,10.0,3.224577341428156e-26,1.8831653795976638e-17,1.0,-8.0,0.0,-6.119999999999998,0.0,False
4.5,3.0,7.0,5.0,12.0,4.7625077623334503e-17,-1.3809945916235793,2.1125018695545865,-56.603634031518574,0.0,47.68589477877563,0.0,True
4.5,3.0,7.0,5.0,12.0,7.753390589335459e-26,0.37522575580210227,1.082130047893401,-10.91114979570735,0.0,7.411472910614037,0.0,True
4.5,3.0,7.0,5.0,12.0,1.1399234594650738,-2.4907258951571854e-21,0.296144524387305,12.956117836108747,0.0,-20.107728081345027,0.0,True
4.5,3.0,7.0,5.0,12.0,1.2185040568449236e-19,1.2675609380934347e-21,1.0,-8.0,0.0,-6.12,0.0,False
4.5,3.0,9.0,1.0,8.0,-6.299755442518791e-20,0.2299695223744136,1.0594967288737553,-5.069763628160182,0.0,5.286517359887877,0.0,True
4.5,3.0,9.0,1.0,8.0,1.2177759439925704,6.817407508381306e-22,0.5365692969478137,11.336330441571857,0.0,-19.204263267293285,0.0,True
4.5,3.0,9.0,1.0,8.0,2.653059052229766e-23,-1.4624421844290948e-25,1.0,-4.0,0.0,-4.119999999999999,0.0,False
4.5,3.0,9.0,1.0,8.0,-0.4414938447869058,2.9875531307113747e-19,0.9390884953172736,5.72644540944531,0.0,-6.32327854932529,0.0,True
4.5,3.0,9.0,1.0,10.0,-1.8104178861168917e-22,0.2406519320771446,1.0521220171712165,-5.062573298506308,0.0,5.131547335279804,0.0,True
4.5,3.0,9.0,1.0,10.0,1.2645190430559372,-1.3744381611828313e-22,0.6002478974372243,11.863921916511115,0.0,-19.231521354568677,0.0,True
4.5,3.0,9.0,1.0,10.0,3.404770328056431e-23,-2.7399222793599013e-28,1.0,-4.0,0.0,-4.119999999999999,0.0,False
4.5,3.0,9.0,1.0,12.0,3.409933685024685e-19,0.24883355495125042,1.0464386035522577,-5.058757797261257,0.0,5.014121549237498,0.0,True
4.5,3.0,9.0,1.0,12.0,1.300941292424592,-6.548708483635311e-22,0.6474066153467983,12.207929904874522,0.0,-19.248604310708725,0.0,True
4.5,3.0,9.0,1.0,12.0,9.893193438114637e-23,-1.4733405489759878e-24,1.0,-4.0,0.0,-4.119999999999999,0.0,False
4.5,3.0,9.0,1.0,12.0,-0.45391465754428056,3.8858684466075515e-24,0.9570753090971789,5.68191094703114,0.0,-6.081386995000074,0.0,True
4.5,3.0,9.0,3.0,8.0,-8.684169882521664e-26,0.22996952237441365,1.0594967288737553,-7.314830265148558,0.0,5.286517359887879,0.0,True
4.5,3.0,9.0,3.0,8.0,1.112582651232916,4.637047851940976e-19,0.3037149123487387,10.997423806087134,0.0,-19.5311801797261,0.0,True
4.5,3.0,9.0,3.0,8.0,-0.5137147179578458,-1.0914505430367791e-21,0.8515546685613387,9.150274752426878,0.0,-8.137523265024576,0.0,True
4.5,3.0,9.0,3.0,8.0,5.279345269741598e-23,2.0168836130716838e-17,1.0,-6.0,0.0,-4.119999999999999,0.0,False
4.5,3.0,9.0,3.0,8.0,1.0159123331417497e-17,-0.7202329114875204,1.5835773776385142,-20.731644362626945,0.0,23.819581801162265,0.0,True
4.5,3.0,9.0,3.0,10.0,4.999386322113517e-20,0.24065193207714486,1.0521220171712165,-7.276494776539168,0.0,5.131547335279816,0.0,True
4.5,3.0,9.0,3.0,10.0,1.1713361619891969,-9.306030382406706e-24,0.38258721802738815,12.381362290017174,0.0,-19.829009351062528,0.0,True
4.5,3.0,9.0,3.0,10.0,-0.5318863039538889,2.0409583621340086e-20,0.8726936318498221,9.136086054021643,0.0,-7.920635210311216,0.0,True
4.5,3.0,9.0,3.0,10.0,3.304116610489043e-29,7.137893565364875e-24,1.0,-6.0,0.0,-4.119999999999999,0.0,False
4.5,3.0,9.0,3.0,12.0,5.912493047098779e-22,0.24883355495125045,1.0464386035522577,-7.248825299270055,0.0,5.014121549237499,0.0,True
4.5,3.0,9.0,3.0,12.0,1.2205782895753114,8.11278076005204e-23,0.4413207396315276,13.314601724133253,0.0,-20.0825205046879,0.0,True
4.5,3.0,9.0,3.0,12.0,-0.5454503877388902,3.698905084063228e-24,0.8884314529433104,9.11888967075652,0.0,-7.756675314873704,0.0,True
